Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD2983,Chennai,PQR College,4th,Electric Vehicle,LinkedIn
LD2984,Bangalore,XYZ University,3rd,Cloud Computing,LinkedIn
LD2985,Surat,DEF Academy,3rd,Electric Vehicle,College Collaboration
LD2986,Ahmedabad,XYZ University,1st,Cloud Computing,LinkedIn
LD2987,Mumbai,ABC Institute,3rd,Cloud Computing,Google Form
LD2988,Kolkata,DEF Academy,2nd,Robotics,Google Form
LD2989,Chennai,PQR College,4th,Electric Vehicle,College Collaboration
LD2990,Bangalore,PQR College,1st,Data Science,Google Form
LD2991,Delhi,ABC Institute,4th,Robotics,College Collaboration
LD2992,Kolkata,JKL Institute,3rd,Data Science,College Collaboration
LD2993,Surat,PQR College,1st,Cloud Computing,College Collaboration
LD2994,Chennai,XYZ University,1st,Cybersecurity,Instagram
LD2995,Mumbai,GHI University,4th,AI,Instagram
LD2996,Bangalore,ABC Institute,1st,Robotics,LinkedIn
LD2997,Mumbai,GHI University,1st,Electric Vehicle,Mass-Mailing
LD2998,Bangalore,ABC Institute,2nd,Robotics,College Collaboration
LD2999,Pune,JKL Institute,2nd,Robotics,Mass-Mailing
LD3000,Mumbai,JKL Institute,4th,Data Science,Google Form
LD3001,Pune,ABC Institute,2nd,Data Science,Whatsapp
LD3002,Ahmedabad,GHI University,2nd,AI,LinkedIn
LD3003,Chennai,JKL Institute,1st,Robotics,Mass-Mailing
LD3004,Mumbai,JKL Institute,3rd,Electric Vehicle,Whatsapp
LD3005,Kolkata,JKL Institute,3rd,Robotics,Google Form
LD3006,Delhi,JKL Institute,3rd,Robotics,Google Form
LD3007,Bangalore,PQR College,4th,AI,LinkedIn
LD3008,Surat,XYZ University,4th,Robotics,LinkedIn
LD3009,Pune,DEF Academy,1st,Cybersecurity,College Collaboration
LD3010,Chennai,PQR College,3rd,AI,Google Form
LD3011,Kolkata,GHI University,4th,Robotics,Google Form
LD3012,Delhi,ABC Institute,1st,Data Science,College Collaboration
LD3013,Kolkata,DEF Academy,3rd,Cloud Computing,Instagram
LD3014,Surat,JKL Institute,1st,Cloud Computing,Google Form
LD3015,Pune,PQR College,3rd,AI,College Collaboration
LD3016,Delhi,PQR College,2nd,Cloud Computing,Instagram
LD3017,Chennai,GHI University,1st,Cybersecurity,Google Form
LD3018,Pune,PQR College,3rd,Data Science,Whatsapp
LD3019,Delhi,ABC Institute,3rd,Robotics,Whatsapp
LD3020,Pune,PQR College,3rd,Robotics,Google Form
LD3021,Pune,PQR College,3rd,Robotics,LinkedIn
LD3022,Kolkata,ABC Institute,3rd,Cybersecurity,Instagram
LD3023,Ahmedabad,GHI University,2nd,AI,Mass-Mailing
LD3024,Chennai,DEF Academy,2nd,Robotics,Mass-Mailing
LD3025,Mumbai,XYZ University,1st,Cloud Computing,College Collaboration
LD3026,Mumbai,JKL Institute,2nd,AI,Whatsapp
LD3027,Surat,XYZ University,4th,Robotics,LinkedIn
LD3028,Ahmedabad,GHI University,2nd,AI,Instagram
LD3029,Delhi,ABC Institute,3rd,Data Science,Instagram
LD3030,Delhi,JKL Institute,2nd,Cloud Computing,Google Form
LD3031,Ahmedabad,ABC Institute,3rd,Data Science,Whatsapp
LD3032,Bangalore,PQR College,3rd,Electric Vehicle,Mass-Mailing
LD3033,Surat,ABC Institute,3rd,AI,Whatsapp
LD3034,Mumbai,ABC Institute,2nd,Data Science,College Collaboration
LD3035,Delhi,DEF Academy,3rd,Electric Vehicle,Instagram
LD3036,Chennai,XYZ University,4th,Cybersecurity,Mass-Mailing
LD3037,Mumbai,DEF Academy,2nd,Electric Vehicle,Google Form
LD3038,Mumbai,GHI University,1st,Cybersecurity,Mass-Mailing
LD3039,Delhi,ABC Institute,2nd,Cloud Computing,Google Form
LD3040,Delhi,JKL Institute,4th,AI,LinkedIn
LD3041,Chennai,DEF Academy,4th,Robotics,College Collaboration
LD3042,Delhi,JKL Institute,4th,Electric Vehicle,Google Form
LD3043,Kolkata,GHI University,3rd,Cybersecurity,Instagram
LD3044,Surat,ABC Institute,1st,Cloud Computing,Whatsapp
LD3045,Bangalore,ABC Institute,3rd,AI,Google Form
LD3046,Pune,ABC Institute,1st,Cloud Computing,Whatsapp
LD3047,Kolkata,DEF Academy,1st,Cloud Computing,LinkedIn
LD3048,Mumbai,PQR College,3rd,Data Science,Mass-Mailing
LD3049,Delhi,PQR College,1st,Robotics,Whatsapp
LD3050,Pune,DEF Academy,4th,Robotics,Instagram
LD3051,Mumbai,DEF Academy,4th,AI,Whatsapp
LD3052,Surat,XYZ University,4th,Cloud Computing,Instagram
LD3053,Pune,ABC Institute,4th,Cloud Computing,Instagram
LD3054,Bangalore,DEF Academy,2nd,Robotics,Whatsapp
LD3055,Pune,XYZ University,2nd,AI,Whatsapp
LD3056,Ahmedabad,PQR College,2nd,Cloud Computing,College Collaboration
LD3057,Ahmedabad,DEF Academy,1st,Data Science,College Collaboration
LD3058,Kolkata,GHI University,4th,Data Science,Google Form
LD3059,Chennai,DEF Academy,2nd,Cloud Computing,Mass-Mailing
LD3060,Surat,ABC Institute,3rd,Cybersecurity,Google Form
LD3061,Surat,DEF Academy,1st,Robotics,College Collaboration
LD3062,Surat,PQR College,4th,Data Science,College Collaboration
LD3063,Mumbai,DEF Academy,2nd,Robotics,Mass-Mailing
LD3064,Kolkata,GHI University,1st,Cloud Computing,Google Form
LD3065,Delhi,PQR College,4th,Cloud Computing,Instagram
LD3066,Bangalore,JKL Institute,1st,Cloud Computing,Whatsapp
LD3067,Ahmedabad,PQR College,3rd,AI,LinkedIn
LD3068,Surat,PQR College,1st,Electric Vehicle,LinkedIn
LD3069,Surat,PQR College,3rd,Data Science,Whatsapp
LD3070,Kolkata,GHI University,3rd,Robotics,LinkedIn
LD3071,Surat,GHI University,4th,Cybersecurity,Instagram
LD3072,Bangalore,DEF Academy,2nd,Cybersecurity,Instagram
LD3073,Surat,GHI University,3rd,Robotics,LinkedIn
LD3074,Pune,ABC Institute,1st,Cybersecurity,College Collaboration
LD3075,Kolkata,GHI University,3rd,Robotics,College Collaboration
LD3076,Mumbai,DEF Academy,3rd,Data Science,LinkedIn
LD3077,Delhi,PQR College,1st,AI,College Collaboration
LD3078,Mumbai,DEF Academy,1st,Cybersecurity,Mass-Mailing
LD3079,Kolkata,XYZ University,4th,Cloud Computing,College Collaboration
LD3080,Delhi,PQR College,1st,Electric Vehicle,Mass-Mailing
LD3081,Chennai,GHI University,3rd,Electric Vehicle,Google Form
LD3082,Kolkata,PQR College,2nd,Cybersecurity,Mass-Mailing
LD3083,Bangalore,JKL Institute,3rd,Electric Vehicle,College Collaboration
LD3084,Kolkata,JKL Institute,3rd,Data Science,Instagram
LD3085,Mumbai,GHI University,2nd,Cloud Computing,College Collaboration
LD3086,Mumbai,DEF Academy,1st,Robotics,College Collaboration
LD3087,Kolkata,DEF Academy,4th,Data Science,Mass-Mailing
LD3088,Surat,GHI University,2nd,AI,Whatsapp
LD3089,Pune,PQR College,1st,Cloud Computing,Whatsapp
LD3090,Pune,XYZ University,1st,Robotics,Google Form
LD3091,Pune,DEF Academy,1st,Robotics,Whatsapp
LD3092,Mumbai,ABC Institute,3rd,Cloud Computing,Mass-Mailing
LD3093,Pune,GHI University,2nd,Electric Vehicle,Google Form
LD3094,Pune,XYZ University,2nd,Data Science,Google Form
LD3095,Pune,XYZ University,4th,Electric Vehicle,Instagram
LD3096,Ahmedabad,XYZ University,2nd,AI,LinkedIn
LD3097,Kolkata,XYZ University,2nd,AI,Whatsapp
LD3098,Ahmedabad,GHI University,1st,AI,Whatsapp
LD3099,Delhi,DEF Academy,3rd,Cybersecurity,Instagram
LD3100,Ahmedabad,JKL Institute,2nd,Electric Vehicle,College Collaboration
LD3101,Chennai,XYZ University,2nd,Cybersecurity,LinkedIn
LD3102,Chennai,JKL Institute,2nd,AI,Google Form
LD3103,Bangalore,DEF Academy,1st,AI,Instagram
LD3104,Bangalore,PQR College,2nd,AI,LinkedIn
LD3105,Ahmedabad,GHI University,2nd,Cybersecurity,College Collaboration
LD3106,Kolkata,ABC Institute,3rd,Data Science,Mass-Mailing
LD3107,Surat,GHI University,2nd,Electric Vehicle,Google Form
LD3108,Delhi,XYZ University,1st,Cloud Computing,Mass-Mailing
LD3109,Kolkata,XYZ University,3rd,Electric Vehicle,LinkedIn
LD3110,Delhi,PQR College,4th,Cybersecurity,Mass-Mailing
LD3111,Bangalore,DEF Academy,4th,Cybersecurity,Mass-Mailing
LD3112,Surat,ABC Institute,1st,Cloud Computing,Instagram
LD3113,Mumbai,ABC Institute,2nd,AI,Whatsapp
LD3114,Mumbai,ABC Institute,3rd,Robotics,College Collaboration
LD3115,Mumbai,DEF Academy,4th,Cloud Computing,Google Form
LD3116,Kolkata,DEF Academy,4th,AI,Instagram
LD3117,Bangalore,PQR College,3rd,AI,Mass-Mailing
LD3118,Mumbai,XYZ University,1st,Cloud Computing,College Collaboration
LD3119,Ahmedabad,JKL Institute,1st,AI,LinkedIn
LD3120,Surat,ABC Institute,4th,AI,Mass-Mailing
LD3121,Delhi,GHI University,3rd,Cloud Computing,Google Form
LD3122,Ahmedabad,XYZ University,3rd,Robotics,LinkedIn
LD3123,Surat,DEF Academy,4th,Data Science,College Collaboration
LD3124,Mumbai,XYZ University,3rd,Robotics,Google Form
LD3125,Bangalore,GHI University,2nd,Cybersecurity,Whatsapp
LD3126,Surat,DEF Academy,2nd,Cloud Computing,Whatsapp
LD3127,Mumbai,GHI University,4th,Cybersecurity,College Collaboration
LD3128,Surat,DEF Academy,4th,Cloud Computing,Instagram
LD3129,Pune,DEF Academy,4th,Cybersecurity,College Collaboration
LD3130,Pune,GHI University,1st,Robotics,College Collaboration
LD3131,Mumbai,JKL Institute,2nd,Data Science,Whatsapp
LD3132,Chennai,JKL Institute,2nd,Data Science,Mass-Mailing
LD3133,Pune,PQR College,3rd,Data Science,Google Form
LD3134,Delhi,DEF Academy,1st,Cybersecurity,Instagram
LD3135,Ahmedabad,JKL Institute,2nd,Cybersecurity,Whatsapp
LD3136,Ahmedabad,GHI University,2nd,Cybersecurity,Instagram
LD3137,Ahmedabad,ABC Institute,1st,Cybersecurity,LinkedIn
LD3138,Delhi,ABC Institute,4th,AI,Mass-Mailing
LD3139,Pune,DEF Academy,1st,Cloud Computing,LinkedIn
LD3140,Pune,GHI University,3rd,AI,Google Form
LD3141,Pune,PQR College,4th,Cloud Computing,Mass-Mailing
LD3142,Kolkata,DEF Academy,1st,Cloud Computing,Mass-Mailing
LD3143,Kolkata,ABC Institute,2nd,Cloud Computing,Whatsapp
LD3144,Delhi,PQR College,4th,Cloud Computing,Google Form
LD3145,Pune,DEF Academy,4th,AI,Google Form
LD3146,Ahmedabad,XYZ University,1st,Robotics,Instagram
LD3147,Kolkata,GHI University,1st,AI,Google Form
LD3148,Bangalore,PQR College,3rd,Robotics,Instagram
LD3149,Bangalore,GHI University,4th,AI,Whatsapp
LD3150,Mumbai,JKL Institute,4th,Cybersecurity,LinkedIn
LD3151,Ahmedabad,GHI University,2nd,Electric Vehicle,Whatsapp
LD3152,Pune,JKL Institute,4th,Data Science,College Collaboration
LD3153,Mumbai,ABC Institute,3rd,AI,Mass-Mailing
LD3154,Surat,ABC Institute,2nd,Data Science,LinkedIn
LD3155,Pune,GHI University,4th,Cloud Computing,Google Form
LD3156,Ahmedabad,JKL Institute,1st,Electric Vehicle,College Collaboration
LD3157,Ahmedabad,GHI University,1st,Data Science,College Collaboration
LD3158,Chennai,ABC Institute,1st,Data Science,LinkedIn
LD3159,Chennai,ABC Institute,4th,AI,LinkedIn
LD3160,Bangalore,GHI University,3rd,Cloud Computing,College Collaboration
LD3161,Ahmedabad,GHI University,2nd,Cloud Computing,Instagram
LD3162,Surat,JKL Institute,1st,Electric Vehicle,Mass-Mailing
LD3163,Mumbai,ABC Institute,3rd,Cloud Computing,Whatsapp
LD3164,Kolkata,PQR College,4th,Robotics,Whatsapp
LD3165,Surat,ABC Institute,2nd,AI,Google Form
LD3166,Kolkata,JKL Institute,4th,Electric Vehicle,LinkedIn
LD3167,Chennai,DEF Academy,3rd,AI,Mass-Mailing
LD3168,Delhi,GHI University,2nd,Data Science,LinkedIn
LD3169,Ahmedabad,JKL Institute,2nd,Electric Vehicle,Whatsapp
LD3170,Delhi,DEF Academy,4th,Cloud Computing,Google Form
LD3171,Ahmedabad,GHI University,3rd,Electric Vehicle,Google Form
LD3172,Chennai,JKL Institute,2nd,Cloud Computing,Instagram
LD3173,Mumbai,DEF Academy,4th,Electric Vehicle,Instagram
LD3174,Ahmedabad,ABC Institute,3rd,Cloud Computing,Mass-Mailing
LD3175,Pune,JKL Institute,4th,AI,Google Form
LD3176,Kolkata,DEF Academy,4th,Robotics,Instagram
LD3177,Delhi,ABC Institute,2nd,Data Science,Instagram
LD3178,Chennai,ABC Institute,2nd,Robotics,Mass-Mailing
LD3179,Ahmedabad,PQR College,4th,Cybersecurity,Instagram
LD3180,Mumbai,DEF Academy,2nd,Electric Vehicle,LinkedIn
LD3181,Bangalore,ABC Institute,4th,AI,Whatsapp
LD3182,Bangalore,GHI University,4th,Cloud Computing,Whatsapp
LD3183,Delhi,ABC Institute,1st,Robotics,Instagram
LD3184,Surat,ABC Institute,1st,AI,College Collaboration
LD3185,Chennai,PQR College,3rd,Robotics,Mass-Mailing
LD3186,Surat,XYZ University,3rd,Cloud Computing,Whatsapp
LD3187,Bangalore,ABC Institute,1st,Cloud Computing,Mass-Mailing
LD3188,Mumbai,ABC Institute,3rd,Data Science,Google Form
LD3189,Delhi,DEF Academy,1st,Electric Vehicle,Google Form
LD3190,Pune,DEF Academy,2nd,Data Science,College Collaboration
LD3191,Ahmedabad,DEF Academy,2nd,Data Science,Google Form
LD3192,Surat,ABC Institute,4th,Data Science,Mass-Mailing
LD3193,Chennai,XYZ University,4th,AI,Whatsapp
LD3194,Kolkata,GHI University,3rd,Robotics,Whatsapp
LD3195,Delhi,GHI University,4th,Cloud Computing,Instagram
LD3196,Delhi,ABC Institute,4th,Data Science,Mass-Mailing
LD3197,Kolkata,DEF Academy,2nd,Robotics,Mass-Mailing
LD3198,Bangalore,XYZ University,2nd,AI,Google Form
LD3199,Mumbai,DEF Academy,4th,Electric Vehicle,Mass-Mailing
LD3200,Pune,ABC Institute,2nd,Robotics,Google Form
LD3201,Kolkata,JKL Institute,1st,AI,Whatsapp
LD3202,Bangalore,JKL Institute,3rd,Cybersecurity,Google Form
LD3203,Mumbai,XYZ University,1st,Electric Vehicle,Mass-Mailing
LD3204,Mumbai,GHI University,2nd,Cybersecurity,LinkedIn
LD3205,Bangalore,DEF Academy,2nd,AI,College Collaboration
LD3206,Mumbai,PQR College,3rd,AI,Whatsapp
LD3207,Ahmedabad,GHI University,1st,Robotics,College Collaboration
LD3208,Ahmedabad,GHI University,3rd,Data Science,Instagram
LD3209,Chennai,ABC Institute,3rd,Cloud Computing,Whatsapp
LD3210,Bangalore,JKL Institute,2nd,Robotics,College Collaboration
LD3211,Mumbai,GHI University,2nd,Electric Vehicle,Mass-Mailing
LD3212,Mumbai,ABC Institute,4th,Cloud Computing,Whatsapp
LD3213,Mumbai,PQR College,4th,Electric Vehicle,College Collaboration
LD3214,Bangalore,JKL Institute,1st,Data Science,LinkedIn
LD3215,Delhi,JKL Institute,3rd,Electric Vehicle,College Collaboration
LD3216,Chennai,JKL Institute,4th,Cybersecurity,Mass-Mailing
LD3217,Ahmedabad,JKL Institute,1st,Data Science,Instagram
LD3218,Mumbai,PQR College,2nd,Robotics,Instagram
LD3219,Pune,JKL Institute,1st,Data Science,LinkedIn
LD3220,Pune,XYZ University,1st,Data Science,Mass-Mailing
LD3221,Delhi,GHI University,3rd,AI,Whatsapp
LD3222,Mumbai,DEF Academy,4th,Data Science,College Collaboration
LD3223,Mumbai,XYZ University,4th,Data Science,LinkedIn
LD3224,Kolkata,JKL Institute,2nd,Electric Vehicle,Whatsapp
LD3225,Pune,ABC Institute,3rd,AI,College Collaboration
LD3226,Chennai,XYZ University,3rd,Data Science,LinkedIn
LD3227,Mumbai,DEF Academy,2nd,Cloud Computing,Whatsapp
LD3228,Ahmedabad,GHI University,2nd,Data Science,Instagram
LD3229,Bangalore,DEF Academy,4th,Data Science,Instagram
LD3230,Pune,DEF Academy,1st,Data Science,LinkedIn
LD3231,Bangalore,XYZ University,2nd,Cybersecurity,LinkedIn
LD3232,Pune,XYZ University,3rd,AI,Mass-Mailing
LD3233,Mumbai,JKL Institute,1st,Electric Vehicle,Mass-Mailing
LD3234,Ahmedabad,DEF Academy,2nd,AI,LinkedIn
LD3235,Pune,ABC Institute,3rd,Electric Vehicle,Google Form
LD3236,Ahmedabad,GHI University,2nd,Robotics,Mass-Mailing
LD3237,Ahmedabad,DEF Academy,1st,AI,Google Form
LD3238,Chennai,PQR College,4th,Robotics,College Collaboration
LD3239,Pune,XYZ University,2nd,Electric Vehicle,Mass-Mailing
LD3240,Pune,XYZ University,1st,AI,Google Form
LD3241,Mumbai,PQR College,4th,Robotics,Google Form
LD3242,Surat,PQR College,4th,AI,College Collaboration
LD3243,Pune,GHI University,2nd,AI,Instagram
LD3244,Surat,GHI University,1st,Robotics,Whatsapp
LD3245,Mumbai,JKL Institute,2nd,Robotics,LinkedIn
LD3246,Chennai,ABC Institute,3rd,Cybersecurity,Google Form
LD3247,Pune,JKL Institute,1st,Robotics,Instagram
LD3248,Mumbai,DEF Academy,3rd,Cloud Computing,Google Form
LD3249,Chennai,XYZ University,4th,Data Science,Mass-Mailing
LD3250,Surat,DEF Academy,3rd,Data Science,Instagram
LD3251,Delhi,PQR College,4th,Cloud Computing,Whatsapp
LD3252,Delhi,XYZ University,3rd,Electric Vehicle,Google Form
LD3253,Kolkata,PQR College,4th,AI,College Collaboration
LD3254,Delhi,GHI University,4th,Electric Vehicle,College Collaboration
LD3255,Surat,GHI University,3rd,Data Science,LinkedIn
LD3256,Chennai,PQR College,2nd,Data Science,Instagram
LD3257,Ahmedabad,ABC Institute,3rd,Cybersecurity,Google Form
LD3258,Chennai,PQR College,3rd,AI,LinkedIn
LD3259,Pune,DEF Academy,4th,Data Science,Whatsapp
LD3260,Bangalore,XYZ University,3rd,Data Science,College Collaboration
LD3261,Mumbai,GHI University,2nd,Data Science,Mass-Mailing
LD3262,Mumbai,ABC Institute,3rd,Robotics,Instagram
LD3263,Pune,XYZ University,1st,Electric Vehicle,College Collaboration
LD3264,Ahmedabad,JKL Institute,1st,Data Science,Google Form
LD3265,Bangalore,JKL Institute,2nd,Cloud Computing,Instagram
LD3266,Mumbai,DEF Academy,2nd,Data Science,College Collaboration
LD3267,Pune,JKL Institute,1st,Robotics,LinkedIn
LD3268,Bangalore,ABC Institute,4th,Data Science,College Collaboration
LD3269,Surat,JKL Institute,1st,Robotics,College Collaboration
LD3270,Ahmedabad,DEF Academy,1st,Cloud Computing,Whatsapp
LD3271,Pune,ABC Institute,3rd,AI,Mass-Mailing
LD3272,Chennai,XYZ University,1st,Cloud Computing,Whatsapp
LD3273,Ahmedabad,DEF Academy,1st,Robotics,College Collaboration
LD3274,Kolkata,DEF Academy,1st,Cybersecurity,Mass-Mailing
LD3275,Delhi,PQR College,3rd,Cybersecurity,Mass-Mailing
LD3276,Surat,GHI University,3rd,Cloud Computing,Whatsapp
LD3277,Delhi,DEF Academy,1st,Cybersecurity,Mass-Mailing
LD3278,Bangalore,XYZ University,2nd,Cloud Computing,Mass-Mailing
LD3279,Delhi,XYZ University,1st,Cybersecurity,Whatsapp
LD3280,Ahmedabad,DEF Academy,1st,Cybersecurity,Mass-Mailing
LD3281,Chennai,ABC Institute,2nd,AI,Instagram
LD3282,Delhi,PQR College,4th,Cybersecurity,Instagram
LD3283,Bangalore,XYZ University,4th,AI,Instagram
LD3284,Ahmedabad,PQR College,4th,Electric Vehicle,College Collaboration
LD3285,Bangalore,ABC Institute,4th,Cybersecurity,Instagram
LD3286,Surat,XYZ University,2nd,Cloud Computing,Instagram
LD3287,Bangalore,XYZ University,2nd,Cloud Computing,College Collaboration
LD3288,Pune,XYZ University,4th,Data Science,College Collaboration
LD3289,Surat,PQR College,2nd,Electric Vehicle,Whatsapp
LD3290,Surat,PQR College,3rd,Electric Vehicle,Instagram
LD3291,Kolkata,ABC Institute,4th,Data Science,LinkedIn
LD3292,Surat,PQR College,3rd,Data Science,Instagram
LD3293,Pune,GHI University,2nd,AI,Whatsapp
LD3294,Kolkata,JKL Institute,3rd,Robotics,Whatsapp
LD3295,Ahmedabad,JKL Institute,1st,Electric Vehicle,Google Form
LD3296,Kolkata,JKL Institute,1st,Data Science,LinkedIn
LD3297,Ahmedabad,JKL Institute,1st,Data Science,Whatsapp
LD3298,Ahmedabad,XYZ University,3rd,AI,Google Form
LD3299,Delhi,ABC Institute,2nd,Data Science,College Collaboration
LD3300,Kolkata,PQR College,2nd,Electric Vehicle,Google Form
LD3301,Pune,GHI University,4th,Data Science,College Collaboration
LD3302,Bangalore,GHI University,1st,Cloud Computing,Google Form
LD3303,Delhi,JKL Institute,1st,Data Science,Google Form
LD3304,Delhi,GHI University,1st,Data Science,College Collaboration
LD3305,Mumbai,ABC Institute,4th,Electric Vehicle,Google Form
LD3306,Ahmedabad,ABC Institute,2nd,Data Science,College Collaboration
LD3307,Ahmedabad,XYZ University,4th,Robotics,Instagram
LD3308,Mumbai,JKL Institute,1st,Cybersecurity,Google Form
LD3309,Bangalore,DEF Academy,4th,Cybersecurity,Mass-Mailing
LD3310,Kolkata,DEF Academy,1st,Cloud Computing,Mass-Mailing
LD3311,Kolkata,ABC Institute,3rd,Electric Vehicle,Google Form
LD3312,Kolkata,PQR College,4th,AI,LinkedIn
LD3313,Bangalore,ABC Institute,2nd,Robotics,Instagram
LD3314,Delhi,DEF Academy,1st,Robotics,Mass-Mailing
LD3315,Chennai,DEF Academy,3rd,AI,College Collaboration
LD3316,Ahmedabad,JKL Institute,1st,Robotics,Instagram
LD3317,Bangalore,XYZ University,3rd,Cloud Computing,LinkedIn
LD3318,Pune,DEF Academy,4th,AI,LinkedIn
LD3319,Bangalore,PQR College,3rd,Robotics,Mass-Mailing
LD3320,Surat,PQR College,1st,Electric Vehicle,LinkedIn
LD3321,Ahmedabad,ABC Institute,1st,Data Science,Instagram
LD3322,Mumbai,DEF Academy,2nd,Electric Vehicle,College Collaboration
LD3323,Bangalore,DEF Academy,4th,AI,LinkedIn
LD3324,Mumbai,ABC Institute,2nd,Data Science,College Collaboration
LD3325,Pune,XYZ University,1st,AI,Whatsapp
LD3326,Pune,JKL Institute,4th,Robotics,Mass-Mailing
LD3327,Surat,ABC Institute,1st,Data Science,Mass-Mailing
LD3328,Delhi,XYZ University,3rd,Electric Vehicle,Google Form
LD3329,Surat,JKL Institute,2nd,Electric Vehicle,College Collaboration
LD3330,Pune,XYZ University,2nd,Data Science,Whatsapp
LD3331,Kolkata,XYZ University,1st,Cybersecurity,Mass-Mailing
LD3332,Ahmedabad,PQR College,2nd,AI,LinkedIn
LD3333,Bangalore,GHI University,1st,Cloud Computing,Google Form
LD3334,Pune,DEF Academy,3rd,Cloud Computing,College Collaboration
LD3335,Pune,DEF Academy,3rd,Cybersecurity,College Collaboration
LD3336,Delhi,DEF Academy,4th,Data Science,Instagram
LD3337,Bangalore,XYZ University,1st,Cybersecurity,Whatsapp
LD3338,Chennai,DEF Academy,2nd,AI,College Collaboration
LD3339,Bangalore,DEF Academy,4th,AI,College Collaboration
LD3340,Bangalore,XYZ University,2nd,Cybersecurity,Mass-Mailing
LD3341,Ahmedabad,XYZ University,1st,Electric Vehicle,Google Form
LD3342,Mumbai,XYZ University,1st,Robotics,Mass-Mailing
LD3343,Kolkata,ABC Institute,1st,Cloud Computing,College Collaboration
LD3344,Mumbai,XYZ University,1st,Data Science,Instagram
LD3345,Pune,GHI University,4th,Data Science,College Collaboration
LD3346,Chennai,ABC Institute,2nd,Robotics,Google Form
LD3347,Bangalore,GHI University,1st,Data Science,Instagram
LD3348,Chennai,JKL Institute,2nd,Robotics,Instagram
LD3349,Ahmedabad,PQR College,2nd,Electric Vehicle,LinkedIn
LD3350,Ahmedabad,DEF Academy,4th,AI,LinkedIn
LD3351,Pune,GHI University,4th,Cloud Computing,Mass-Mailing
LD3352,Chennai,XYZ University,1st,Cybersecurity,Google Form
LD3353,Delhi,GHI University,4th,Electric Vehicle,Mass-Mailing
LD3354,Ahmedabad,ABC Institute,4th,Electric Vehicle,Instagram
LD3355,Chennai,JKL Institute,2nd,AI,Google Form
LD3356,Surat,JKL Institute,4th,Electric Vehicle,LinkedIn
